City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,coahuayana de hidalgo,18.7,-103.6583,304.65,55,9,3.36,MX,1686524691
282,tocopilla,-22.092,-70.1979,290.11,81,56,3.93,CL,1686524691
283,azadshahr,34.7909,48.5707,287.42,55,0,1.03,IR,1686524691
284,podu turcului,46.2,27.3833,287.76,93,90,6.86,RO,1686524691
285,mwene-ditu,-7.0,23.45,293.11,46,50,2.04,CD,1686524691
286,rouyn-noranda,48.2398,-79.0288,292.2,59,75,3.09,CA,1686524691
287,karratha,-20.7377,116.8463,291.09,36,0,5.31,AU,1686524692
288,tiksi,71.6872,128.8694,273.25,92,100,6.7,RU,1686524692
289,alo,7.4178,6.7371,296.32,98,100,0.9,NG,1686524692
290,flin flon,54.7682,-101.865,300.06,34,0,6.17,CA,1686524692
291,shimoda,34.6667,138.95,294.32,96,100,1.38,JP,1686524692
292,mount isa,-20.7333,139.5,288.02,55,9,0.0,AU,1686524439
293,ljusdal,61.8288,16.0913,285.65,46,57,2.33,SE,1686524692
294,majene,-3.5403,118.9707,298.43,91,97,4.62,ID,1686524692
295,qinzhou,21.95,108.6167,300.32,88,86,0.47,CN,1686524693
296,hopelchen,19.7667,-89.85,308.58,36,81,3.21,MX,1686524693
297,narrabri,-30.3167,149.7833,289.0,58,100,4.03,AU,1686524693
298,port lincoln,-34.7333,135.8667,284.76,72,71,5.14,AU,1686524446
299,rosarito,32.3333,-117.0333,291.75,70,59,4.01,MX,1686524693
300,agat village,13.3886,144.6585,303.35,83,40,6.17,GU,1686524693
301,mawlamyinegyunn,16.3833,95.2667,299.89,84,97,3.54,MM,1686524694
302,xiuyan,40.2928,123.2744,290.93,79,16,0.8,CN,1686524694
303,khandyga,62.6667,135.6,290.85,63,100,3.28,RU,1686524694
304,madalena,41.2162,-8.3345,290.68,87,100,0.77,PT,1686524694
305,firmat,-33.4594,-61.4832,279.77,38,1,1.81,AR,1686524694
306,al fuwayliq,26.4432,43.2534,304.55,19,35,2.93,SA,1686524694
307,virpur,23.1833,73.4833,302.78,60,75,5.25,IN,1686524694
308,el obeid,13.1842,30.2167,299.01,61,71,5.3,SD,1686524695
309,forster,-32.1667,152.5167,285.58,97,90,1.99,AU,1686524695
310,cockburn town,21.4612,-71.1419,301.27,85,4,6.77,TC,1686524695
311,tofol,5.3248,163.0078,304.03,74,75,5.14,FM,1686524695
312,nadym,65.5333,72.5167,280.01,81,100,5.24,RU,1686524695
313,constantia,44.1833,28.65,289.65,85,78,5.64,RO,1686524476
314,porto belo,-27.1578,-48.5531,290.12,92,100,5.71,BR,1686524518
315,inarajan village,13.2736,144.7484,303.37,84,91,8.68,GU,1686524696
316,crane,31.3974,-102.3501,310.73,13,1,1.76,US,1686524696
317,minbu,20.1833,94.8833,300.71,68,18,3.04,MM,1686524696
318,fukuecho,32.6881,128.8419,295.98,87,92,2.26,JP,1686524696
319,gorom-gorom,14.4439,-0.2361,303.76,45,23,5.71,BF,1686524696
320,makokou,0.5738,12.8642,294.53,98,98,1.18,GA,1686524696
321,gadzhiyevo,69.2551,33.3362,287.6,60,99,7.34,RU,1686524696
322,port alfred,-33.5906,26.891,291.49,34,49,5.47,ZA,1686524697
323,joshimath,30.5667,79.5667,291.39,61,30,2.66,IN,1686524697
324,plastun,44.7561,136.2939,292.2,60,100,1.57,RU,1686524697
325,northam,51.0333,-4.2167,290.59,92,64,2.45,GB,1686524697
326,fort mcmurray,56.7268,-111.381,300.92,32,0,3.6,CA,1686524410
327,daru,-9.0763,143.2092,299.03,87,100,7.02,PG,1686524697
328,topeka,39.0483,-95.678,296.42,72,100,3.6,US,1686524697
329,freeport,40.6576,-73.5832,298.33,71,0,6.69,US,1686524697
330,naracoorte,-36.9579,140.7383,283.19,76,55,5.65,AU,1686524698
331,new norfolk,-42.7826,147.0587,282.55,85,91,0.92,AU,1686524673
332,vila franca do campo,37.7167,-25.4333,291.38,82,100,2.47,PT,1686524698
333,ulety,51.3572,112.4849,291.97,49,43,1.53,RU,1686524698
334,kyaikkami,16.08,97.5675,299.76,83,100,3.55,MM,1686524698
335,axim,4.8699,-2.2405,298.61,77,100,4.41,GH,1686524698
336,machali,-34.1833,-70.6667,276.75,93,0,1.56,CL,1686524698
337,kudahuvadhoo,2.6708,72.8944,301.41,79,46,6.36,MV,1686524698
338,fisterra,42.9049,-9.2629,289.83,89,2,4.23,ES,1686524699
339,nahiyat ash shinafiyah,31.5874,44.6602,307.49,21,0,4.09,IQ,1686524699
340,neyriz,29.1988,54.3278,297.46,28,3,1.3,IR,1686524699
341,portland,45.5234,-122.6762,302.36,50,9,2.68,US,1686524468
342,tamanrasset,22.785,5.5228,296.1,53,40,1.54,DZ,1686524699
343,novyy turtkul',41.55,61.0167,295.1,20,49,5.6,UZ,1686524699
344,igarka,67.4667,86.5833,282.42,68,100,10.1,RU,1686524699
345,yeppoon,-23.1333,150.7333,292.03,84,53,4.23,AU,1686524696
346,lazaro cardenas,17.9583,-102.2,303.17,58,1,4.94,MX,1686524700
347,novyy urengoy,66.0833,76.6333,280.81,74,51,4.2,RU,1686524700
348,zyryanskoye,56.8306,86.6258,281.39,72,0,2.87,RU,1686524700
349,ilukste,55.9775,26.2966,281.01,64,44,2.05,LV,1686524700
350,ginir,7.1333,40.7,287.12,83,69,2.21,ET,1686524700
351,ventnor,50.5948,-1.2037,291.29,91,52,3.29,GB,1686524700
352,okha,53.5739,142.9478,281.07,87,98,2.11,RU,1686524700
353,buka,40.8108,69.1986,299.3,34,73,2.64,UZ,1686524701
354,abatskoye,56.2875,70.4555,280.24,75,99,3.36,RU,1686524701
355,miracema do tocantins,-9.5618,-48.3967,300.12,48,4,0.83,BR,1686524701
356,polygyros,40.3744,23.4383,291.68,74,66,1.42,GR,1686524701
357,corinto,37.9407,22.9573,292.53,82,27,0.88,GR,1686524701
358,humahuaca,-23.2054,-65.3505,284.23,11,65,4.89,AR,1686524702
359,werther,52.0777,8.4179,290.6,71,13,1.8,DE,1686524702
360,tres lagoas,-20.7511,-51.6783,296.46,44,4,0.59,BR,1686524702
361,kaniv,49.7518,31.46,286.13,86,100,5.21,UA,1686524702
362,grand falls-windsor,48.9332,-55.6649,284.54,89,100,1.79,CA,1686524702
363,palasa,18.7667,84.4167,304.26,48,46,2.74,IN,1686524703
364,happy valley-goose bay,53.3168,-60.3315,288.32,58,40,8.23,CA,1686524703
365,port macquarie,-31.4333,152.9167,284.76,77,77,2.11,AU,1686524603
366,kushk,33.2957,61.9522,297.33,26,4,8.26,AF,1686524703
367,kimbe,-5.5502,150.1429,300.86,81,96,1.02,PG,1686524704
368,choiseul,48.0588,5.5668,289.99,78,56,1.43,FR,1686524704
369,cozumel,20.5083,-86.9458,304.79,82,40,4.47,MX,1686524680
370,barcelos,41.5388,-8.6151,291.44,90,98,1.32,PT,1686524705
371,frontera,26.9333,-101.45,313.33,32,5,1.79,MX,1686524705
372,namdrik,5.5994,168.1028,301.58,79,100,8.09,MH,1686524705
373,callao,-12.0667,-77.15,295.31,73,100,6.17,PE,1686524705
374,gilgit,35.9221,74.3087,295.72,35,58,2.06,PK,1686524706
375,kargasok,59.0556,80.8572,287.65,88,100,6.18,RU,1686524706
376,forbes,-33.3833,148.0167,285.33,55,100,1.92,AU,1686524706
377,novodvinsk,64.4165,40.8122,281.93,72,95,2.82,RU,1686524690
378,ulladulla,-35.35,150.4667,285.3,52,68,2.11,AU,1686524703
379,malanje,-9.5402,16.341,290.81,94,64,2.21,AO,1686524707
380,nha trang,12.25,109.1833,302.15,74,100,2.07,VN,1686524707
381,sabha,27.0377,14.4283,305.51,18,27,3.61,LY,1686524707
382,ingeniero jacobacci,-41.3427,-69.5448,273.43,67,0,2.6,AR,1686524707
383,annau,37.8876,58.516,297.87,36,52,2.06,TM,1686524707
384,lebyazh'ye,55.2689,66.4947,280.34,60,99,3.16,RU,1686524708
385,nueve de julio,-35.4444,-60.8831,276.46,60,0,0.89,AR,1686524708
386,kenai,60.5544,-151.2583,289.2,39,0,6.69,US,1686524516
387,kiunga,-6.1219,141.2906,296.74,99,100,1.17,PG,1686524708
388,langarud,37.197,50.1535,295.02,83,2,1.58,IR,1686524708
389,banda aceh,5.5577,95.3222,300.05,80,100,5.55,ID,1686524708
390,sovetskaya gavan',48.9723,140.2878,288.13,76,95,2.01,RU,1686524709
391,thinadhoo,0.5333,72.9333,301.19,77,76,4.04,MV,1686524709
392,dudinka,69.4058,86.1778,282.94,57,100,8.12,RU,1686524709
393,qina,26.1642,32.7267,302.66,26,0,2.6,EG,1686524709
394,lamu,-2.2717,40.902,299.27,80,99,6.15,KE,1686524709
395,fort st. john,56.2499,-120.8529,297.09,35,75,4.12,CA,1686524710
396,palikir - national government center,6.9248,158.1611,302.62,79,100,5.14,FM,1686524710
397,broken hill,-31.95,141.4333,285.52,53,6,3.03,AU,1686524551
398,yilan,24.757,121.753,299.07,96,99,0.75,TW,1686524710
399,kavaratti,10.5669,72.642,302.51,76,79,10.4,IN,1686524710
400,howard springs,-12.497,131.047,296.1,52,5,2.82,AU,1686524685
401,bela,25.9333,81.9833,306.45,33,7,3.01,IN,1686524710
402,san marcos,33.1434,-117.1661,291.53,86,100,4.12,US,1686524710
403,lewistown,40.5992,-77.5714,301.82,30,0,0.0,US,1686524711
404,dunedin,-45.8742,170.5036,282.85,68,20,2.68,NZ,1686524711
405,saint-joseph,-21.3667,55.6167,294.36,79,21,3.52,RE,1686524689
406,itoman,26.1247,127.6694,300.36,89,75,2.06,JP,1686524711
407,san antonio de pale,-1.4014,5.6325,297.84,87,87,4.81,GQ,1686524711
408,xiva,41.3783,60.3639,295.14,17,4,5.47,UZ,1686524712
409,mawu,29.5923,107.3139,294.95,71,100,1.32,CN,1686524712
410,pavlodar,52.3,76.95,284.04,82,0,2.0,KZ,1686524712
411,yarmouth,41.7057,-70.2286,294.8,77,0,2.57,US,1686524712
412,punta gorda isles,26.9176,-82.0784,304.36,67,0,6.17,US,1686524712
413,verkhnevilyuysk,63.4453,120.3167,279.67,63,94,4.82,RU,1686524712
414,gunjur,13.2019,-16.7339,300.19,83,40,3.09,GM,1686524713
415,kiffa,16.6166,-11.4045,310.14,11,91,5.17,MR,1686524713
416,kailua-kona,19.6406,-155.9956,301.13,87,40,4.12,US,1686524713
417,pilsrundale,56.4167,24.0,281.63,61,5,2.59,LV,1686524713
418,bocas del toro,9.3333,-82.25,299.94,76,99,3.02,PA,1686524713
419,nurota,40.5614,65.6886,297.57,37,3,3.9,UZ,1686524713
420,hull,53.7446,-0.3353,289.3,38,59,1.54,GB,1686524714
421,esquel,-42.9,-71.3167,274.06,86,67,2.09,AR,1686524661
422,tolanaro,-25.0319,46.9987,290.19,94,0,0.0,MG,1686524714
423,yura,-16.2522,-71.6797,288.44,27,0,2.57,PE,1686524714
424,akureyri,65.6835,-18.0878,286.11,50,20,9.26,IS,1686524714
425,macau,22.2006,113.5461,302.51,84,40,4.12,MO,1686524714
426,swakopmund,-22.6833,14.5333,285.92,85,0,1.34,NA,1686524714
427,mariehamn,60.0973,19.9348,284.16,87,0,3.6,AX,1686524715
428,dumas,35.8656,-101.9732,299.23,44,0,5.66,US,1686524715
429,"laikit, laikit ii (dimembe)",1.4792,124.9735,299.62,78,20,2.06,ID,1686524715
430,tayshet,55.9342,98.0044,282.7,60,100,2.01,RU,1686524715
431,manta,-0.95,-80.7333,301.03,89,40,8.23,EC,1686524685
432,chakari,-18.0629,29.8925,288.32,48,48,1.95,ZW,1686524715
433,sao felix do xingu,-6.6447,-51.995,297.99,75,47,1.37,BR,1686524715
434,saudarkrokur,65.7461,-19.6394,282.34,60,3,8.56,IS,1686524716
435,beitbridge,-22.2167,30.0,289.81,70,0,2.56,ZW,1686524716
436,la gi,10.6667,107.7833,298.81,88,99,3.15,VN,1686524716
437,lalmohan,22.3384,90.7419,301.93,88,100,8.19,BD,1686524716
438,tanjung pandan,-2.75,107.65,298.91,90,98,2.98,ID,1686524716
439,copiapo,-27.3667,-70.3333,284.98,72,0,1.6,CL,1686524716
440,playa del ingles,27.7567,-15.5787,296.01,80,0,1.87,ES,1686524711
441,bakchar,57.0186,82.0711,284.71,67,7,3.63,RU,1686524717
442,cerro de pasco,-10.6833,-76.2667,277.58,86,82,2.45,PE,1686524717
443,valdivia,-39.8142,-73.2459,280.2,96,27,0.45,CL,1686524717
444,nogliki,51.8333,143.1667,280.4,97,100,1.6,RU,1686524717
445,saint-philippe,-21.3585,55.7679,294.92,80,44,4.75,RE,1686524718
446,weno,7.4515,151.8468,303.12,79,75,4.63,FM,1686524718
447,mahibadhoo,3.7833,72.9667,301.41,79,29,7.54,MV,1686524702
448,mandera,3.9366,41.867,299.48,59,47,7.08,KE,1686524718
449,bonthe,7.5264,-12.505,298.75,87,100,2.52,SL,1686524718
450,mugia,43.1041,-9.2179,289.91,89,9,2.84,ES,1686524718
451,bubaque,11.2833,-15.8333,300.92,81,90,6.54,GW,1686524719
452,usinsk,65.9939,57.5281,273.01,88,11,4.14,RU,1686524719
453,campos dos goytacazes,-21.75,-41.3,295.18,94,0,4.12,BR,1686524654
454,lauro de freitas,-12.8944,-38.3272,300.16,74,20,3.6,BR,1686524719
455,poso,-1.3959,120.7524,299.56,75,96,1.83,ID,1686524719
456,kyzyl-suu,42.3414,78.0056,288.22,66,100,1.99,KG,1686524720
457,haiku-pauwela,20.9219,-156.3051,303.16,48,20,11.32,US,1686524720
458,luderitz,-26.6481,15.1594,288.04,70,44,3.0,NA,1686524720
459,edd,13.9297,41.6925,304.91,64,17,2.11,ER,1686524720
460,constitucion,-35.3333,-72.4167,281.27,65,0,6.01,CL,1686524720
461,namibe,-15.1961,12.1522,291.63,72,32,3.56,AO,1686524588
462,uliastay,47.7417,96.8444,290.34,51,34,2.93,MN,1686524720
463,bandundu,-3.3167,17.3667,295.55,92,75,1.56,CD,1686524721
464,augusto correa,-1.0217,-46.635,296.93,96,26,1.83,BR,1686524498
465,al ghayzah,16.2079,52.176,301.34,86,95,0.94,YE,1686524721
466,kourou,5.1552,-52.6478,297.18,86,17,2.71,GF,1686524721
467,concepcion,-36.827,-73.0498,283.04,66,0,5.14,CL,1686524441
468,ouesso,1.6136,16.0517,296.69,85,55,1.4,CG,1686524721
469,nova xavantina,-14.6667,-52.35,300.38,46,42,1.37,BR,1686524721
470,fuglafjordur,62.244,-6.814,279.41,70,33,2.85,FO,1686524722
471,shingu,33.7333,135.9833,294.48,99,100,1.72,JP,1686524722
472,kenitra,34.261,-6.5802,290.57,85,32,1.31,MA,1686524722
473,luanda,-8.8368,13.2343,296.15,88,75,3.6,AO,1686524538
474,olpad,21.3333,72.75,303.05,68,56,7.58,IN,1686524722
475,mutuali,-14.8706,37.0044,288.93,62,3,1.67,MZ,1686524722
476,leticia,-4.2153,-69.9406,300.14,94,40,0.51,CO,1686524723
477,mashi,12.9784,7.9529,303.17,44,59,1.76,NG,1686524723
478,erdenet,49.0333,104.0833,290.72,49,100,1.41,MN,1686524723
479,baise city,23.8997,106.6133,300.22,71,90,0.22,CN,1686524723
480,titao,13.7667,-2.0667,303.57,46,80,3.66,BF,1686524723
481,consett,54.854,-1.8316,288.81,87,93,0.86,GB,1686524723
482,tucurui,-3.7661,-49.6725,297.07,92,53,0.44,BR,1686524538
483,witu,-2.3889,40.4382,299.24,86,97,4.5,KE,1686524724
484,sisimiut,66.9395,-53.6735,276.33,88,89,9.73,GL,1686524724
485,yanam,16.7333,82.2167,302.41,71,86,2.37,IN,1686524724
486,yanliang,34.6592,109.2292,294.7,61,100,1.15,CN,1686524724
487,xiazhen,34.8022,117.1117,295.62,62,43,4.18,CN,1686524724
488,isbergues,50.6233,2.459,293.33,93,82,0.47,FR,1686524725
489,ar rutbah,33.0381,40.2848,298.9,32,1,8.4,IQ,1686524725
490,la ronge,55.1001,-105.2842,303.29,30,75,4.63,CA,1686524725
491,inirida,3.8653,-67.9239,298.05,94,89,0.72,CO,1686524725
492,mirny,62.5353,113.9611,277.17,69,13,8.05,RU,1686524658
493,cosala,24.4125,-106.6908,309.61,26,0,4.73,MX,1686524726
494,kota kinabalu,5.9749,116.0724,299.14,83,20,2.24,MY,1686524726
495,acajutla,13.5928,-89.8275,302.44,74,36,2.34,SV,1686524726
496,kupang,-10.1667,123.5833,298.47,78,20,4.63,ID,1686524726
497,valparaiso,-33.0393,-71.6273,283.28,81,0,4.63,CL,1686524687
498,la passe,45.5549,-0.8967,294.28,81,18,4.14,FR,1686524726
499,novaya igirma,57.1334,103.9112,282.67,72,0,3.19,RU,1686524727
500,bowen,-20.0167,148.2333,294.37,80,21,3.44,AU,1686524727
501,stephenville,32.2207,-98.2023,309.78,36,40,2.06,US,1686524727
502,puerto lempira,15.2667,-83.7667,305.23,66,40,5.14,HN,1686524727
503,korla,41.7597,86.1469,301.91,16,42,3.04,CN,1686524727
504,bairnsdale,-37.8333,147.6167,279.85,96,58,1.88,AU,1686524728
505,rabigh,22.7986,39.0349,303.7,49,19,4.56,SA,1686524728
506,francisco sa,-16.4758,-43.4883,298.23,41,98,1.9,BR,1686524728
507,nagqu,31.5,92.0,274.67,86,61,2.59,CN,1686524728
508,acarau,-2.8856,-40.12,299.12,81,2,5.05,BR,1686524728
509,sao gabriel da cachoeira,-0.1303,-67.0892,297.09,96,93,0.54,BR,1686524728
510,nema,57.5067,50.5011,277.15,72,1,2.23,RU,1686524729
511,badger,64.8,-147.5333,292.32,42,75,4.12,US,1686524729
512,whangarei,-35.7317,174.3239,288.46,76,12,2.82,NZ,1686524729
513,pagar alam,-4.0167,103.2667,293.23,97,63,0.87,ID,1686524729
514,gornyye klyuchi,45.25,133.5,288.39,91,100,1.52,RU,1686524729
515,santander jimenez,24.2167,-98.4667,308.97,48,0,7.37,MX,1686524729
516,malpica,43.3228,-8.8105,290.56,75,10,2.14,ES,1686524729
517,idri,27.5,13.2667,306.65,15,0,7.62,LY,1686524730
518,rayon,19.1444,-99.5836,297.47,47,97,2.27,MX,1686524730
519,bandon,51.7469,-8.7425,288.92,93,11,1.76,IE,1686524730
520,barah,13.7,30.3667,300.27,61,42,4.44,SD,1686524731
521,pariaman,-0.619,100.12,298.18,81,19,2.02,ID,1686524442
522,yuscaran,13.9333,-86.85,300.73,73,96,1.4,HN,1686524731
523,tshabong,-26.05,22.45,289.34,23,68,4.9,BW,1686524538
524,goz beida,13.95,20.55,300.5,57,65,3.9,TD,1686524731
525,mandan,46.8267,-100.8896,298.6,38,0,1.54,US,1686524631
526,biloela,-24.4167,150.5,291.6,65,1,0.83,AU,1686524731
527,bozkurt,41.9577,34.0109,290.16,86,100,1.69,TR,1686524731
528,malango,-2.9627,119.9001,293.02,96,76,0.6,ID,1686524731
529,berezovo,63.9381,65.0419,276.22,74,91,7.4,RU,1686524732
530,shenjiamen,29.9576,122.298,294.58,95,96,2.05,CN,1686524732
531,staryy oskol,51.2967,37.8417,283.17,94,100,6.93,RU,1686524732
532,dakhla,23.6848,-15.958,295.01,81,0,7.52,EH,1686524732
533,kavieng,-2.5744,150.7967,301.9,78,30,6.22,PG,1686524732
534,leesville,31.1435,-93.261,305.28,58,20,3.09,US,1686524733
535,mata-utu,-13.2816,-176.1745,300.71,81,60,6.87,WF,1686524733
536,minas de marcona,-15.2119,-75.1103,285.79,83,26,6.9,PE,1686524733
537,baley,51.6,116.6333,292.9,46,9,1.28,RU,1686524733
538,lebanon,36.2081,-86.2911,300.18,74,75,10.29,US,1686524733
539,bayanaul,50.7889,75.6956,287.93,48,0,1.98,KZ,1686524733
540,hami,42.8,93.45,302.92,16,0,3.51,CN,1686524645
541,barranca,-10.75,-77.7667,293.73,77,23,4.76,PE,1686524734
542,mossel bay,-34.1831,22.146,287.11,74,100,5.23,ZA,1686524735
543,namsos,64.4662,11.4957,286.18,93,75,0.0,NO,1686524735
544,williston,48.147,-103.618,299.84,32,5,1.79,US,1686524735
545,el granada,37.5027,-122.4694,299.3,75,75,6.69,US,1686524735
546,nova vicosa,-17.8919,-39.3719,296.7,84,47,4.17,BR,1686524499
547,ulsteinvik,62.3432,5.8487,289.21,57,100,0.89,NO,1686524735
548,suntar,62.1444,117.6319,282.39,49,89,4.86,RU,1686524735
549,pelabuhanratu,-6.9875,106.5514,297.86,90,31,1.99,ID,1686524736
550,el vigia,8.6219,-71.6506,301.26,76,87,1.33,VE,1686524736
551,san julian,21.0167,-102.1667,307.06,6,4,4.09,MX,1686524736
552,miri,4.4148,114.0089,299.23,89,20,1.54,MY,1686524736
553,alesund,62.4723,6.1549,289.21,73,20,1.03,NO,1686524441
554,guerrero negro,27.9769,-114.0611,293.69,54,0,8.02,MX,1686524736
555,leninskoye,41.7589,69.3864,297.16,38,100,1.71,KZ,1686524736
556,yerofey pavlovich,53.9667,121.9667,294.71,48,97,1.0,RU,1686524736
557,bodo,67.28,14.405,282.56,98,100,2.06,NO,1686524737
558,orapa,-21.2833,25.3667,290.75,28,16,4.46,BW,1686524737
559,punta del este,-34.9667,-54.95,284.19,71,40,8.05,UY,1686524611
560,antofagasta,-23.65,-70.4,289.75,86,97,3.23,CL,1686524549
561,elliot lake,46.3834,-82.6331,284.71,68,100,3.77,CA,1686524737
562,al muwayh,22.4333,41.7583,302.68,28,27,4.97,SA,1686524737
563,timimoun,29.2639,0.231,307.36,10,0,2.06,DZ,1686524737
564,ola,59.5833,151.2833,287.12,90,99,2.77,RU,1686524686
